time, yaw, pitch, roll, gx, gy, gz, f1, f2, f3, f4, f5, p1, p2, p3, p4, p5
0.007896, 42404, 56425, 21786, 633, 1200, 2345, 84, 125, 195, 138, 140, 0, 0, 0, 0, 0
1.502650, 42393, 56414, 21767, 733, 1378, 3212, 84, 125, 195, 136, 140, 0, 0, 0, 0, 0
1.503116, 42363, 56390, 21714, 611, 1623, 4869, 84, 125, 195, 138, 140, 0, 0, 0, 0, 0
1.503554, 42344, 56378, 21682, 478, 1789, 5480, 84, 125, 195, 136, 142, 0, 0, 0, 0, 0
1.504033, 42322, 56366, 21647, 355, 1889, 5958, 84, 125, 195, 136, 140, 0, 0, 0, 0, 0
1.504440, 42275, 56345, 21572, 166, 1889, 6547, 84, 122, 195, 136, 140, 0, 0, 0, 0, 0
1.504886, 42251, 56338, 21533, 100, 1745, 6703, 84, 125, 195, 136, 140, 0, 0, 0, 0, 0
1.505385, 42227, 56331, 21496, 133, 1567, 6725, 84, 122, 195, 136, 140, 0, 0, 0, 0, 0
1.505936, 42182, 56318, 21421, 355, 1133, 6903, 84, 125, 195, 136, 140, 0, 0, 0, 0, 0
1.506458, 42161, 56311, 21382, 566, 933, 7059, 84, 125, 195, 136, 140, 0, 0, 0, 0, 0
1.506970, 42140, 56303, 21344, 755, 811, 7259, 84, 125, 195, 133, 140, 0, 0, 0, 0, 0
1.507367, 42097, 56287, 21263, 1089, 911, 7537, 84, 125, 195, 136, 138, 0, 0, 0, 0, 0
1.507830, 42073, 56278, 21222, 1167, 1256, 7426, 84, 125, 195, 133, 140, 0, 0, 0, 0, 0
1.508239, 42048, 56267, 21178, 1345, 1489, 7737, 84, 125, 195, 136, 140, 0, 0, 0, 0, 0
1.508668, 42021, 56255, 21133, 1456, 1745, 8104, 84, 125, 195, 136, 140, 0, 0, 0, 0, 0
1.509097, 41961, 56227, 21033, 1678, 2201, 8904, 81, 122, 192, 131, 135, 0, 0, 0, 0, 0
1.509527, 41928, 56212, 20980, 1789, 2367, 9138, 81, 120, 192, 131, 135, 0, 0, 0, 0, 0
1.509958, 41895, 56196, 20927, 1912, 2401, 9115, 81, 122, 192, 133, 135, 0, 0, 0, 0, 0
1.511325, 41768, 56109, 20722, 2834, 3201, 7681, 81, 122, 192, 133, 135, 0, 0, 0, 0, 0
1.511753, 41715, 56048, 20634, 3390, 3724, 6258, 81, 122, 192, 133, 138, 0, 0, 0, 0, 0
1.512243, 41692, 56011, 20595, 3735, 4013, 5469, 81, 120, 192, 131, 135, 0, 0, 0, 0, 0
1.512639, 41672, 55969, 20559, 4068, 4346, 4569, 79, 120, 192, 131, 135, 0, 0, 0, 0, 0
1.513140, 41656, 55922, 20528, 4391, 4713, 3635, 81, 120, 189, 131, 135, 0, 0, 0, 0, 0
1.513579, 41634, 55813, 20476, 5113, 5458, 1912, 79, 120, 192, 131, 135, 0, 0, 0, 0, 0
1.514023, 41629, 55750, 20457, 5469, 5825, 1078, 79, 120, 189, 131, 135, 0, 0, 0, 0, 0
1.514460, 41626, 55683, 20440, 5780, 6125, 333, 79, 120, 189, 131, 135, 0, 0, 0, 0, 0
1.515040, 41630, 55538, 20417, 6281, 6581, 0, 81, 120, 189, 131, 133, 0, 0, 0, 0, 0
1.515501, 41635, 55462, 20408, 6403, 6770, 0, 81, 122, 189, 131, 135, 0, 0, 0, 0, 0
1.515918, 41640, 55385, 20400, 6403, 6847, 0, 79, 120, 189, 131, 133, 0, 0, 0, 0, 0
