time, yaw, pitch, roll, gx, gy, gz, f1, f2, f3, f4, f5, p1, p2, p3, p4, p5
0.021809, 10456, 45595, 30729, 611, 900, 1278, 155, 156, 160, 116, 116, 0, 0, 0, 0, 0
0.022252, 10462, 45586, 30726, 711, 911, 1033, 155, 156, 162, 116, 116, 0, 0, 0, 0, 0
0.022741, 10469, 45576, 30725, 733, 967, 800, 155, 156, 160, 116, 119, 0, 0, 0, 0, 0
0.025629, 10476, 45566, 30725, 733, 956, 655, 155, 156, 162, 116, 119, 0, 0, 0, 0, 0
0.033825, 10490, 45547, 30728, 633, 922, 822, 155, 156, 160, 116, 119, 0, 0, 0, 0, 0
0.052876, 10526, 45507, 30709, 244, 1111, 2845, 155, 156, 160, 116, 119, 0, 0, 0, 0, 0
0.059589, 10536, 45495, 30697, 222, 1222, 3312, 155, 156, 160, 116, 119, 0, 0, 0, 0, 0
0.065761, 10549, 45481, 30683, 255, 1322, 3635, 155, 156, 160, 114, 119, 0, 0, 0, 0, 0
0.073032, 10574, 45450, 30651, 377, 1567, 3902, 155, 156, 162, 116, 119, 0, 0, 0, 0, 0
0.078815, 10587, 45433, 30635, 455, 1567, 3735, 155, 156, 160, 116, 119, 0, 0, 0, 0, 0
0.084825, 10600, 45418, 30621, 555, 1511, 3601, 155, 156, 160, 114, 119, 0, 0, 0, 0, 0
0.092531, 10625, 45387, 30597, 789, 1434, 3279, 155, 156, 160, 116, 119, 0, 0, 0, 0, 0
0.098861, 10638, 45374, 30588, 900, 1222, 2923, 155, 156, 160, 116, 116, 0, 0, 0, 0, 0
0.104805, 10649, 45363, 30581, 1022, 1067, 2556, 153, 152, 157, 111, 114, 0, 0, 0, 0, 0
0.110828, 10660, 45352, 30577, 1145, 933, 2167, 150, 152, 154, 111, 114, 0, 0, 0, 0, 0
0.117837, 10681, 45335, 30576, 1378, 644, 1389, 150, 152, 157, 111, 114, 0, 0, 0, 0, 0
0.124773, 10690, 45327, 30579, 1489, 533, 1044, 150, 152, 154, 111, 114, 0, 0, 0, 0, 0
0.130584, 10700, 45320, 30584, 1634, 422, 744, 150, 152, 157, 111, 114, 0, 0, 0, 0, 0
0.137841, 10719, 45309, 30602, 1834, 188, 333, 150, 152, 154, 111, 114, 0, 0, 0, 0, 0
0.143862, 10729, 45303, 30612, 1900, 100, 211, 150, 152, 157, 111, 114, 0, 0, 0, 0, 0
0.149812, 10739, 45298, 30623, 1934, 55, 155, 150, 152, 157, 111, 114, 0, 0, 0, 0, 0
0.157886, 10757, 45289, 30644, 1856, 0, 244, 150, 152, 157, 111, 114, 0, 0, 0, 0, 0
0.163647, 10766, 45284, 30652, 1756, 33, 389, 150, 152, 157, 111, 114, 0, 0, 0, 0, 0
0.169931, 10775, 45279, 30658, 1578, 122, 589, 150, 152, 157, 111, 114, 0, 0, 0, 0, 0
