previous_finger, present_finger, note_increment, thumb_flex
0, 1, 1, 147, 147, 145, 140, 137, 137, 135, 130, 124, 122, 119, 114, 112
1, 2, 1, 99, 99, 99, 99, 99, 99, 99, 99, 99, 102, 102, 102, 109
2, 3, 1, 117, 114, 114, 112, 109, 107, 102, 102, 96, 94, 91, 91, 91
3, 4, 1, 79, 79, 81, 79, 79, 76, 76, 76, 71, 68, 68, 66, 66
4, 3, -1, 66, 66, 66, 66, 66, 66, 68, 68, 66, 66, 63, 63, 66
3, 2, -1, 73, 73, 73, 73, 73, 73, 76, 76, 79, 79, 79, 76, 79
2, 1, -1, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 89, 91
1, 0, -1, 109, 109, 109, 107, 104, 104, 102, 102, 96, 96, 94, 91, 91
0, 1, 1, 142, 142, 145, 147, 150, 153, 155, 155, 150, 142, 135, 130, 124
1, 2, 1, 96, 96, 99, 99, 99, 99, 104, 109, 114, 122, 122, 122, 117
2, 3, 1, 112, 112, 114, 112, 112, 114, 114, 114, 109, 107, 102, 102, 99
3, 4, 1, 84, 84, 84, 81, 81, 79, 76, 73, 71, 68, 66, 68, 66
4, 3, -1, 63, 66, 66, 63, 63, 63, 63, 63, 61, 58, 58, 56, 56
3, 2, -1, 63, 66, 63, 66, 68, 71, 73, 73, 73, 71, 73, 73, 73
2, 1, -1, 76, 79, 76, 79, 81, 79, 84, 79, 81, 79, 79, 81, 79
1, 0, -1, 79, 81, 81, 79, 81, 81, 81, 81, 81, 81, 81, 84, 96
0, 1, 1, 142, 142, 145, 150, 153, 158, 163, 160, 168, 158, 147, 137, 132
1, 2, 1, 114, 119, 124, 132, 140, 150, 160, 160, 160, 158, 153, 153, 153
2, 3, 1, 132, 132, 130, 132, 130, 130, 127, 130, 130, 127, 122, 119, 119
3, 4, 1, 94, 94, 94, 94, 91, 91, 91, 89, 89, 86, 86, 84, 84
4, 3, -1, 76, 76, 76, 76, 79, 76, 76, 76, 76, 76, 76, 79, 76
3, 2, -1, 89, 89, 89, 89, 86, 86, 86, 86, 86, 86, 86, 86, 89
2, 1, -1, 91, 91, 91, 91, 94, 91, 94, 94, 91, 91, 91, 94, 94
1, 0, -1, 107, 104, 104, 102, 102, 99, 96, 94, 94, 94, 94, 91, 91
0, 1, 1, 107, 109, 117, 127, 137, 142, 147, 150, 147, 147, 145, 135, 130
1, 2, 1, 99, 99, 96, 96, 96, 96, 96, 107, 112, 114, 114, 114, 117
2, 3, 1, 107, 107, 107, 104, 104, 104, 102, 102, 99, 99, 96, 96, 96
3, 4, 1, 89, 86, 86, 86, 84, 84, 81, 81, 81, 79, 79, 79, 79
4, 3, -1, 66, 66, 66, 66, 66, 66, 66, 63, 61, 61, 61, 63, 63
3, 2, -1, 79, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 84, 81
2, 1, -1, 81, 81, 84, 84, 84, 86, 84, 86, 89, 91, 89, 89, 91
1, 0, -1, 91, 94, 94, 91, 91, 91, 86, 86, 84, 81, 81, 81, 81
0, 1, 1, 147, 147, 150, 150, 153, 153, 155, 153, 150, 142, 135, 130, 124
1, 2, 1, 99, 99, 99, 99, 99, 99, 96, 96, 96, 99, 104, 107, 112
2, 3, 1, 124, 127, 130, 135, 137, 140, 142, 145, 145, 147, 147, 147, 153
3, 4, 1, 142, 145, 142, 140, 140, 135, 124, 119, 114, 112, 109, 109, 104
4, 3, -1, 102, 102, 102, 99, 99, 96, 96, 94, 91, 91, 89, 89, 89
3, 2, -1, 91, 91, 91, 91, 89, 94, 91, 91, 89, 89, 89, 91, 89
2, 1, -1, 102, 102, 102, 102, 102, 104, 104, 104, 104, 104, 102, 102, 102
1, 0, -1, 102, 102, 99, 99, 99, 99, 99, 96, 94, 91, 86, 84, 86
0, 1, 1, 117, 119, 122, 122, 124, 122, 122, 119, 117, 114, 109, 107, 102
1, 2, 1, 76, 76, 73, 71, 71, 71, 73, 73, 76, 79, 81, 84, 86
2, 3, 1, 137, 135, 132, 130, 127, 122, 114, 112, 107, 104, 99, 102, 96
3, 4, 1, 89, 89, 86, 86, 86, 86, 86, 84, 81, 81, 81, 79, 79
4, 3, -1, 81, 81, 81, 81, 79, 79, 79, 76, 76, 73, 73, 73, 76
3, 2, -1, 76, 76, 76, 73, 76, 73, 73, 73, 73, 73, 71, 71, 73
2, 1, -1, 68, 66, 66, 68, 68, 68, 71, 71, 71, 73, 71, 76, 76
1, 0, -1, 84, 84, 84, 84, 84, 81, 79, 73, 68, 66, 63, 63, 63
0, 1, 1, 135, 140, 147, 155, 163, 168, 168, 168, 163, 160, 153, 142, 132
1, 2, 1, 109, 112, 114, 114, 114, 112, 109, 109, 109, 109, 112, 117, 119
2, 3, 1, 137, 135, 135, 135, 132, 132, 132, 132, 132, 130, 127, 127, 124
3, 4, 1, 127, 127, 124, 127, 127, 124, 130, 130, 135, 137, 137, 142, 140
4, 3, -1, 142, 145, 140, 140, 137, 135, 132, 130, 130, 130, 130, 130, 132
3, 2, -1, 119, 122, 119, 119, 119, 119, 117, 119, 117, 117, 117, 114, 117
2, 1, -1, 107, 104, 104, 107, 104, 104, 104, 104, 104, 104, 104, 104, 107
1, 0, -1, 109, 109, 112, 109, 109, 107, 107, 102, 102, 102, 99, 99, 102
0, 1, 1, 160, 163, 165, 170, 173, 173, 170, 168, 163, 163, 153, 145, 140
1, 2, 1, 124, 124, 127, 130, 132, 137, 147, 153, 158, 155, 150, 145, 145
2, 3, 1, 117, 119, 117, 117, 117, 117, 114, 114, 114, 117, 117, 114, 119
3, 4, 1, 135, 137, 135, 132, 132, 132, 127, 122, 119, 117, 114, 112, 112
4, 3, -1, 104, 104, 104, 104, 104, 104, 104, 104, 104, 102, 104, 104, 102
3, 2, -1, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 109, 112, 112
2, 1, -1, 99, 102, 104, 102, 104, 104, 104, 109, 109, 107, 104, 107, 104
1, 0, -1, 122, 119, 117, 117, 112, 109, 107, 102, 99, 96, 94, 94, 94
