finger_increment, note_increment
1, 1
1, 1
1, 1
1, 1
-1, -1
-1, -1
-1, -1
-1, -1
1, 1
1, 1
1, 1
1, 1
-1, -1
-1, -1
-1, -1
-1, -1
1, 1
1, 1
1, 1
1, 1
-1, -1
-1, -1
-1, -1
-1, -1
1, 1
1, 1
1, 1
1, 1
-1, -1
-1, -1
-1, -1
-1, -1
1, 1
1, 1
1, 1
1, 1
-1, -1
-1, -1
-1, -1
-1, -1
1, 1
1, 1
1, 1
1, 1
-1, -1
-1, -1
-1, -1
-1, -1
1, 1
1, 1
1, 1
1, 1
-1, -1
-1, -1
-1, -1
-1, -1
1, 1
1, 1
1, 1
1, 1
-1, -1
-1, -1
-1, -1
-1, -1
