time, note, velocity
12.387417, 60, 58
13.135318, 62, 72
13.213324, 60, 0
13.823012, 64, 76
13.866461, 62, 0
14.539272, 65, 77
14.594351, 64, 0
15.256035, 67, 69
15.314406, 65, 0
15.967926, 62, 69
16.022178, 67, 0
16.660113, 64, 84
16.673079, 62, 0
17.377561, 65, 77
17.382295, 64, 0
18.084232, 67, 80
18.127074, 65, 0
18.782180, 69, 69
18.825165, 67, 0
19.491293, 72, 85
19.519138, 69, 0
20.210715, 71, 72
20.268989, 72, 0
20.990070, 67, 58
21.019056, 71, 0
22.691876, 67, 0
23.122071, 67, 68
23.996113, 69, 67
24.020003, 67, 0
24.705995, 67, 85
24.733016, 69, 0
25.398984, 65, 83
25.420116, 67, 0
26.053960, 64, 84
26.127920, 65, 0
26.759905, 62, 83
26.789878, 64, 0
27.455020, 60, 76
27.489207, 62, 0
28.127043, 62, 73
28.170900, 60, 0
28.900269, 67, 71
28.919853, 62, 0
29.788480, 62, 78
29.863804, 67, 0
30.526614, 67, 68
30.572807, 62, 0
31.209941, 65, 82
31.272879, 67, 0
31.862677, 64, 81
31.889864, 65, 0
32.610347, 65, 82
32.633756, 64, 0
33.298177, 62, 83
33.334630, 65, 0
34.049115, 64, 84
34.087657, 62, 0
35.890545, 64, 0
36.374597, 64, 78
37.067648, 65, 71
37.090660, 64, 0
37.729512, 67, 58
37.778794, 65, 0
38.372897, 69, 78
38.433530, 67, 0
39.107507, 72, 85
39.134465, 69, 0
39.878800, 71, 85
39.907619, 72, 0
40.527711, 69, 77
40.593531, 71, 0
41.136548, 67, 77
41.182440, 69, 0
41.802576, 69, 74
41.830484, 67, 0
42.458437, 69, 0
42.459854, 71, 74
43.146106, 72, 87
43.179348, 71, 0
43.818467, 77, 77
43.847405, 72, 0
44.505759, 76, 80
44.567406, 77, 0
45.213643, 72, 83
45.250436, 76, 0
45.950448, 74, 60
45.996393, 72, 0
47.041663, 74, 0
47.385291, 74, 72
48.261240, 72, 85
48.313451, 74, 0
48.906337, 71, 85
48.947312, 72, 0
49.551740, 69, 85
49.639212, 71, 0
50.260443, 67, 80
50.332236, 69, 0
50.927606, 65, 68
50.976270, 67, 0
51.621177, 64, 73
51.649128, 65, 0
52.337289, 62, 78
52.457201, 64, 0
53.142455, 60, 75
53.199197, 62, 0
53.910655, 62, 66
53.963050, 60, 0
54.649480, 59, 83
54.689934, 62, 0
55.336217, 60, 86
55.392992, 59, 0
56.041233, 62, 76
56.077054, 60, 0
56.753136, 64, 83
56.771181, 62, 0
57.491060, 65, 56
57.556010, 64, 0
58.286057, 67, 62
58.333102, 65, 0
59.075904, 69, 77
59.091001, 67, 0
59.775292, 71, 93
59.815012, 69, 0
60.449988, 76, 80
60.478312, 74, 49
60.495866, 71, 0
60.537657, 74, 0
61.192254, 74, 91
61.343943, 76, 0
61.935524, 71, 85
62.001954, 74, 0
62.719821, 72, 74
62.758865, 71, 0
63.539932, 69, 68
63.582086, 72, 0
65.050744, 69, 0
65.495170, 69, 72
66.433888, 71, 85
66.507566, 69, 0
67.101912, 72, 93
67.117736, 71, 0
67.743748, 74, 78
67.747788, 72, 0
68.332563, 76, 89
68.388668, 74, 0
68.956673, 81, 91
68.991709, 76, 0
69.610826, 79, 89
69.673570, 81, 0
70.340153, 76, 89
70.374493, 79, 0
71.176119, 77, 82
71.216640, 76, 0
71.862656, 76, 87
71.887660, 77, 0
72.479501, 74, 87
72.497449, 76, 0
73.033279, 72, 78
73.140451, 74, 0
73.627554, 71, 87
73.662638, 72, 0
74.204765, 69, 91
74.229473, 71, 0
74.908432, 67, 89
74.995505, 69, 0
76.088322, 67, 0
76.295564, 67, 89
77.128339, 65, 78
77.188403, 67, 0
77.769930, 67, 72
77.826197, 65, 0
78.406694, 64, 79
78.454230, 67, 0
79.008841, 67, 74
79.071419, 64, 0
79.762772, 65, 75
79.803231, 67, 0
80.415773, 69, 75
80.453229, 65, 0
81.145720, 64, 83
81.184310, 69, 0
81.898349, 67, 75
81.955319, 64, 0
82.623438, 65, 78
82.665253, 67, 0
83.252311, 64, 91
83.281191, 65, 0
83.868577, 62, 58
83.890304, 60, 53
83.922193, 64, 0
84.084174, 60, 0
84.511566, 64, 79
84.535140, 62, 0
85.181190, 65, 80
85.230351, 64, 0
85.889772, 67, 75
85.932312, 65, 0
87.126916, 67, 0
87.449134, 67, 82
88.258239, 69, 85
88.289945, 67, 0
88.873350, 71, 82
88.875065, 69, 0
89.444021, 72, 87
89.479072, 71, 0
90.012169, 74, 83
90.058050, 72, 0
90.583389, 76, 91
90.620866, 74, 0
91.211986, 77, 83
91.217906, 76, 0
91.887188, 79, 95
